,IONGAUGEPRESSURE,ETCHBEAMVOLTAGE,FLOWCOOLFLOWRATE,FLOWCOOLPRESSURE,ETCHGASCHANNEL1READBACK,ETCHPBNGASREADBACK,FIXTURETILTANGLE,ACTUALROTATIONANGLE,ETCHSOURCEUSAGE,ACTUALSTEPDURATION,TTF_FlowCool Pressure Dropped Below Limit,IsFailure
130846,-0.06778970601614553,-1.4711057563008492,0.6015405149409493,0.07409538949571268,-0.16570560453501737,0.5695952395085886,0.48868865619645757,-0.35267648006171076,1.780313941104059,-0.21242478514740026,748.0,0.0
130847,-0.06778970601614553,-1.4709891409702722,0.5590390780404473,0.07409538949571268,-0.16570560453501737,0.5695952395085886,0.48868865619645757,-0.35267648006171076,1.7803179750044003,-0.21242478514740026,744.0,0.0
130848,-0.06778970601614553,-1.4708725256396955,0.5590390780404473,0.08277265526335009,-0.16570560453501737,0.5695952395085886,0.48868865619645757,-0.35267648006171076,1.7803206642712948,-0.21242478514740026,740.0,0.0
130849,-0.06778970601614553,-1.470930833304984,0.5643575285411409,0.07409538949571268,-0.16793201925599702,-2.2021968907906824,0.48868865619645757,-0.35267648006171076,1.7803233535381886,-0.21242478514740026,736.0,0.0
130850,-0.06778970601614553,-1.4708142179744068,0.5643575285411409,0.08277265526335009,-0.16793201925599702,-2.2021968907906824,0.48868865619645757,-0.35267648006171076,1.780326042805084,-0.21242478514740026,732.0,0.0
130851,-0.06778970601614553,-1.470930833304984,0.5643575285411409,0.07409538949571268,-0.16570560453501737,1.0373910936095667,0.48868865619645757,-0.35267648006171076,1.7803287320719778,-0.21242478514740026,728.0,0.0
130852,-0.06778970601614553,-1.470930833304984,0.5725291061333506,0.07409538949571268,-0.16570560453501737,1.0373910936095667,0.48868865619645757,-0.35267648006171076,1.7803314213388717,-0.21242478514740026,724.0,0.0
130853,-0.06778970601614553,-1.4709891409702722,0.5725291061333506,0.07409538949571268,-0.16570560453501737,1.0373910936095667,0.48868865619645757,-0.35267648006171076,1.7803341106057653,-0.21242478514740026,720.0,0.0
130854,-0.06778970601614553,-1.4712223716314263,0.5700730161451832,0.08277265526335009,-0.17619129967253477,-1.2666051825887032,0.48868865619645757,-0.35267648006171076,1.7803367998726607,-0.21242478514740026,716.0,0.0
130855,-0.06778970601614553,-1.4709891409702722,0.5700730161451832,0.07409538949571268,-0.15108308720625985,-1.2666051825887032,0.48868865619645757,-0.35267648006171076,1.7803394891395545,-0.21242478514740026,712.0,0.0
130856,-0.06778970601614553,-1.470930833304984,0.5700730161451832,0.07409538949571268,-0.1742808922022748,0.101799385407599,0.48868865619645757,-0.35267648006171076,1.780342178406449,-0.21242478514740026,708.0,0.0
130861,-0.06778970601614553,0.7239504102401771,0.5700730161451832,0.08277265526335009,-0.16793201925599702,-1.7344010366897042,0.48868865619645757,-0.35267648006171076,1.7803556247409196,1.03348756739012,688.0,0.0
130862,-0.07997183505540083,0.7236580191062607,0.5827043360843281,0.08277265526335009,-0.16793201925599702,-1.7344010366897042,0.48868865619645757,-0.35267648006171076,1.7803583140078147,1.03348756739012,684.0,0.0
130863,-0.07997183505540083,0.7231341516579939,0.5827043360843281,0.08277265526335009,-0.14917267973599987,-1.7344010366897042,0.48868865619645757,-0.35267648006171076,1.7803610032747086,1.03348756739012,680.0,0.0
130864,-0.07997183505540083,0.723833453786611,0.5753822332248686,0.07409538949571268,-0.17205447748129515,-0.365996468693402,0.48868865619645757,-0.35267648006171076,1.780363692541603,1.03348756739012,676.0,0.0
130865,-0.07997183505540083,0.7240673666937435,0.5753822332248686,0.08277265526335009,-0.17205447748129515,-0.365996468693402,0.48868865619645757,-0.35267648006171076,1.780366381808497,1.03348756739012,672.0,0.0
130866,-0.07997183505540083,0.7238919320133939,0.5753822332248686,0.07409538949571268,-0.17205447748129515,-0.365996468693402,0.48868865619645757,-0.35267648006171076,1.7803690710753923,1.03348756739012,668.0,0.0
130867,-0.07997183505540083,0.7246497123687937,0.579878909255836,0.07409538949571268,-0.1742808922022748,-1.7344010366897042,0.48868865619645757,-0.35267648006171076,1.7803717603422862,1.03348756739012,664.0,0.0
130868,-0.07997183505540083,0.7245327559152274,0.579878909255836,0.07409538949571268,-0.15553591664821942,-1.7344010366897042,0.48868865619645757,-0.35267648006171076,1.78037444960918,1.03348756739012,660.0,0.0
130869,-0.07997183505540083,0.7241258449205271,0.5851973597565292,0.08277265526335009,-0.15553591664821942,-0.15040359680335938,0.48868865619645757,-0.35267648006171076,1.7803771388760736,1.03348756739012,656.0,0.0
130870,-0.07997183505540083,0.7244182360544436,0.5851973597565292,0.07409538949571268,-0.15553591664821942,-0.15040359680335938,0.48868865619645757,-0.35267648006171076,1.780379828142969,1.03348756739012,652.0,0.0
130871,-0.07997183505540083,0.7234850210186938,0.5851973597565292,0.07409538949571268,-0.1615687823437775,-0.15040359680335938,0.48868865619645757,-0.35267648006171076,1.7803825174098629,1.03348756739012,648.0,0.0
130872,-0.07997183505540083,0.723075673431211,0.5933227702436982,0.08277265526335009,-0.1615687823437775,-1.2666051825887032,0.48868865619645757,-0.35267648006171076,1.7803838620433103,1.03348756739012,644.0,0.0
130873,-0.06987728618972688,0.7241258449205271,0.5933227702436982,0.08277265526335009,-0.1533095019272395,-1.2666051825887032,0.48868865619645757,-0.35267648006171076,1.7803865513102042,1.03348756739012,640.0,0.0
130874,-0.07997183505540083,0.7240088884669608,0.5933227702436982,0.08277265526335009,-0.1533095019272395,-1.949993908579724,0.48868865619645757,-0.35267648006171076,1.7803892405770987,1.03348756739012,636.0,0.0
130875,-0.07997183505540083,0.7241258449205271,0.5827043360843281,0.08277265526335009,-0.1533095019272395,-1.949993908579724,0.48868865619645757,-0.35267648006171076,1.7803919298439925,1.03348756739012,632.0,0.0
130876,-0.07997183505540083,0.7238919320133939,0.5827043360843281,0.07409538949571268,-0.16793201925599702,-1.949993908579724,0.48868865619645757,-0.35267648006171076,1.7803946191108873,1.03348756739012,628.0,0.0
130877,-0.07091249247646195,0.723716497333044,0.5725291061333506,0.08277265526335009,-0.16793201925599702,0.821798221719547,0.48868865619645757,-0.35267648006171076,1.7803973083777818,1.03348756739012,624.0,0.0
130878,-0.07091249247646195,0.7238919320133939,0.5725291061333506,0.08277265526335009,-0.17205447748129515,0.821798221719547,0.48868865619645757,-0.35267648006171076,1.7803999976446756,1.03348756739012,620.0,0.0
130879,-0.07091249247646195,0.7245912341420104,0.5725291061333506,0.08277265526335009,-0.17205447748129515,-2.2021968907906824,0.48868865619645757,-0.35267648006171076,1.78040268691157,1.03348756739012,616.0,0.0
130880,-0.07091249247646195,0.7239504102401771,0.5827043360843281,0.08277265526335009,-0.17205447748129515,-2.2021968907906824,0.48868865619645757,-0.35267648006171076,1.7804053761784646,1.03348756739012,612.0,0.0
130881,-0.07091249247646195,0.7234850210186938,0.5827043360843281,0.08277265526335009,-0.16982806276031523,-2.2021968907906824,0.48868865619645757,-0.35267648006171076,1.7804080654453585,1.03348756739012,608.0,0.0
130882,-0.07091249247646195,0.7236019774722604,0.5753822332248686,0.08277265526335009,-0.16982806276031523,0.101799385407599,0.48868865619645757,-0.35267648006171076,1.7804120993457007,1.03348756739012,604.0,0.0
130883,-0.07091249247646195,0.7239504102401771,0.5753822332248686,0.08277265526335009,-0.16379519706475715,0.101799385407599,0.48868865619645757,-0.35267648006171076,1.7804147886125945,1.03348756739012,600.0,0.0
130884,-0.07091249247646195,0.723716497333044,0.5753822332248686,0.08277265526335009,-0.16379519706475715,0.821798221719547,0.48868865619645757,-0.35267648006171076,1.7804174778794881,1.03348756739012,596.0,0.0
130885,-0.07091249247646195,0.723833453786611,0.5725291061333506,0.08277265526335009,-0.16379519706475715,0.821798221719547,0.48868865619645757,-0.35267648006171076,1.7804201671463828,1.03348756739012,592.0,0.0
130886,-0.07091249247646195,0.7245327559152274,0.5725291061333506,0.08277265526335009,-0.17205447748129515,0.821798221719547,0.48868865619645757,-0.35267648006171076,1.7804228564132774,1.03348756739012,588.0,0.0
130887,-0.07091249247646195,0.7240088884669608,0.5700730161451832,0.08277265526335009,-0.17205447748129515,0.101799385407599,0.48868865619645757,-0.35267648006171076,1.7804255456801712,1.03348756739012,584.0,0.0
130888,-0.07091249247646195,0.7236019774722604,0.5700730161451832,0.08277265526335009,-0.1574463241184794,0.101799385407599,0.48868865619645757,-0.35267648006171076,1.7804282349470657,1.03348756739012,580.0,0.0
130889,-0.07091249247646195,0.725000581729493,0.5700730161451832,0.08277265526335009,-0.1574463241184794,-0.15040359680335938,0.48868865619645757,-0.35267648006171076,1.7804309242139602,1.03348756739012,576.0,0.0
130890,-0.08095038826176716,0.7236019774722604,0.5827043360843281,0.08277265526335009,-0.1574463241184794,-0.15040359680335938,0.48868865619645757,-0.35267648006171076,1.7804336134808547,1.03348756739012,572.0,0.0
130891,-0.0819237911880999,0.7240088884669608,0.5827043360843281,0.09144992103098759,-0.16982806276031523,-0.15040359680335938,0.48868865619645757,-0.35267648006171076,1.7804363027477486,1.03348756739012,568.0,0.0
130892,-0.08481023702021215,0.7245912341420104,0.579878909255836,0.09144992103098759,-0.16982806276031523,-1.2666051825887032,0.48868865619645757,-0.35267648006171076,1.7804389920146424,1.03348756739012,564.0,0.0
130893,-0.08481023702021215,0.7236580191062607,0.579878909255836,0.09144992103098759,-0.16982806276031523,-1.2666051825887032,0.48868865619645757,-0.35267648006171076,1.780441681281537,1.03348756739012,560.0,0.0
130894,-0.08858424777809863,0.7240088884669608,0.579878909255836,0.09144992103098759,-0.16982806276031523,-1.0144022003777562,0.48868865619645757,-0.35267648006171076,1.7804443705484314,1.03348756739012,556.0,0.0
130895,-0.08858424777809863,0.7241843231473104,0.5753822332248686,0.09144992103098759,-0.17205447748129515,-1.0144022003777562,0.48868865619645757,-0.35267648006171076,1.7804470598153253,1.03348756739012,552.0,0.0
130896,-0.08858424777809863,0.7239504102401771,0.5753822332248686,0.09144992103098759,-0.17205447748129515,-1.0144022003777562,0.48868865619645757,-0.35267648006171076,1.7804497490822198,1.03348756739012,548.0,0.0
